V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1,0.996078431,1,1,1,0.9997558,0.99975583,0.999694806,0.999664296,0.999664302
1,1,1,1,0.99902296,1,0.999633744,0.999572728,0.999359111,0.999511711
1,1,1,1,0.99902296,0.9995116,0.99975583,0.999328572,0.999542222,0.999588006
1,1,1,1,1,0.999267399,0.999633744,0.999633767,0.999420148,0.999404898
1,1,1,0.999022483,1,0.999023199,0.999511659,0.999633767,0.99938963,0.999588006
1,1,0.998043053,1,1,0.999023199,0.999633744,0.999694806,0.999755852,0.999588006
1,1,1,1,1,0.999023199,0.999511659,0.999572728,0.999542222,0.999603265
1,1,1,1,0.99951148,0.9997558,0.999389574,0.999572728,0.999481185,0.999740597
1,0.996078431,1,0.999022483,0.99951148,1,0.999633744,0.999572728,0.999542222,0.999511711
1,1,0.998043053,1,0.99951148,1,0.999389574,0.999511689,0.999450667,0.999633783
1,1,0.998043053,0.999022483,0.99951148,1,0.999633744,0.999389611,0.999572741,0.999420157
1,1,1,1,0.99951148,0.999023199,0.999511659,0.999389611,0.999664296,0.999572747
1,1,1,1,0.99951148,0.999023199,0.99975583,0.999694806,0.999481185,0.999511711
1,1,1,1,0.99902296,0.999267399,0.999511659,0.999572728,0.999481185,0.999450675
1,1,1,1,1,0.9995116,0.999877915,0.999328572,0.999572741,0.999450675
1,1,1,1,0.99902296,0.9997558,0.999511659,0.999328572,0.999542222,0.99952697
1,1,1,1,0.99951148,1,0.999389574,0.999206495,0.999603259,0.999557488
1,1,1,1,0.99951148,0.9997558,0.999633744,0.999633767,0.999450667,0.999588006
1,1,1,0.999022483,0.99951148,0.999023199,0.999267489,0.999328572,0.999511704,0.999465934
1,1,1,1,0.99951148,0.999267399,0.999633744,0.999511689,0.99978637,0.999542229
1,1,1,1,0.99951148,0.9997558,0.999389574,0.999389611,0.999511704,0.999542229
1,1,1,0.999022483,1,0.999267399,0.999511659,0.999694806,0.99938963,0.999618524
1,1,1,0.999022483,0.99902296,0.999267399,0.99975583,0.999511689,0.999603259,0.999328603
1,1,1,0.999022483,1,0.999267399,0.999511659,0.999572728,0.999572741,0.99952697
1,0.996078431,1,0.999022483,1,1,0.999389574,0.999267533,0.999633778,0.999618524
1,1,0.998043053,1,0.99902296,0.999267399,0.999267489,0.999633767,0.999481185,0.999542229
1,1,1,1,0.99951148,0.9995116,0.999633744,0.999328572,0.999725333,0.999664302
1,1,0.998043053,0.999022483,1,1,0.99975583,0.999328572,0.999603259,0.999633783
1,1,0.998043053,0.999022483,0.99902296,0.9997558,0.999877915,0.99945065,0.999511704,0.999420157
1,1,1,0.999022483,0.99951148,0.999267399,0.999145403,0.999572728,0.999633778,0.999404898
1,1,1,1,0.99951148,0.9997558,0.999267489,0.99945065,0.999694815,0.99969482
1,1,1,1,0.99951148,0.9995116,0.99975583,0.999572728,0.999603259,0.99952697
1,1,1,1,0.99951148,0.9995116,0.99975583,0.999572728,0.999511704,0.999603265
1,1,1,1,0.99902296,1,0.999633744,0.999816883,0.999267556,0.99952697
1,1,1,1,0.99902296,0.9997558,0.999145403,0.999145456,0.999725333,0.999435416
1,1,1,1,0.99951148,0.999267399,0.999145403,0.999816883,0.999420148,0.999450675
0.992125984,1,1,1,0.99951148,0.9997558,0.999877915,0.999511689,0.999511704,0.999633783
1,1,0.998043053,0.997067449,1,0.9997558,0.999511659,0.999389611,0.99938963,0.999496452
1,1,1,0.999022483,1,0.9997558,0.999389574,0.999694806,0.999603259,0.99952697
1,1,1,1,0.99951148,0.998778999,0.999633744,0.999389611,0.999542222,0.999649042
1,0.996078431,1,0.999022483,0.99951148,0.999023199,0.999633744,0.999755844,0.999633778,0.999557488
1,0.996078431,1,0.999022483,0.99951148,0.9995116,0.99975583,0.999023378,0.999481185,0.999481193
1,1,1,0.998044966,0.99951148,0.9997558,0.999511659,0.999572728,0.999511704,0.999496452
1,1,1,1,0.99902296,0.9995116,0.999511659,0.999694806,0.999511704,0.999511711
1,1,0.998043053,1,1,1,0.999633744,0.999816883,0.999481185,0.999618524
1,1,0.998043053,1,1,1,0.998657063,0.999511689,0.999511704,0.999435416
1,1,1,1,0.99951148,1,0.999633744,0.999572728,0.999694815,0.999618524
1,1,0.998043053,1,0.99951148,0.999267399,0.999877915,0.999389611,0.999572741,0.999618524
1,1,0.998043053,1,0.99951148,0.999023199,0.99975583,0.99945065,0.999603259,0.999633783
1,1,1,1,0.99951148,0.9995116,0.99975583,0.999328572,0.999633778,0.999404898
1,1,1,1,0.99951148,0.9997558,0.999267489,0.999328572,0.999481185,0.999542229
1,1,1,1,0.99951148,0.9997558,0.999267489,0.99945065,0.999359111,0.999481193
1,0.996078431,1,1,0.99951148,1,0.999511659,0.999572728,0.999450667,0.999679561
1,1,1,1,0.99902296,0.999267399,0.99975583,0.99945065,0.999664296,0.999710079
1,1,1,1,1,0.998778999,0.999633744,0.999206495,0.999481185,0.999420157
1,1,1,1,0.99951148,0.9995116,0.999633744,0.999389611,0.999572741,0.999649042
1,1,1,1,0.99951148,0.9995116,0.999511659,0.999328572,0.99938963,0.999542229
0.999527559,0.999568627,0.999569472,0.999628543,0.999579873,0.999557998,0.999548285,0.999534273,0.999536424,0.999556268
0.001879396,0.0012332,0.000986545,0.000648411,0.000367548,0.000337759,0.000251161,0.000169044,0.000102254,8.42129E-05
,,,,,,,,,
,,,,,,,,,
-1.77409E-05,2.33275E-05,2.41716E-05,8.32435E-05,3.4573E-05,1.26976E-05,2.9847E-06,-1.10267E-05,-8.87616E-06,1.09676E-05
